brood 37 (48-h) mapped counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b37_0_8A.fastq.trim.sam.counts,b37_0_8B.fastq.trim.sam.counts,b37_0_8C.fastq.trim.sam.counts,b37_0_8D.fastq.trim.sam.counts,b37_10_7.5A.fastq.trim.sam.counts,b37_10_7.5B.fastq.trim.sam.counts,b37_10_7.5C.fastq.trim.sam.counts,b37_10_7.5D.fastq.trim.sam.counts,b37_10_8A.fastq.trim.sam.counts,b37_10_8B.fastq.trim.sam.counts,b37_10_8C.fastq.trim.sam.counts,b37_10_8D.fastq.trim.sam.counts,b37_24_7.5A.fastq.trim.sam.counts,b37_24_7.5B.fastq.trim.sam.counts,b37_24_7.5C.fastq.trim.sam.counts,b37_24_7.5D.fastq.trim.sam.counts,b37_24_8A.fastq.trim.sam.counts,b37_24_8B.fastq.trim.sam.counts,b37_24_8C.fastq.trim.sam.counts,b37_24_8D.fastq.trim.sam.counts,b37_48_7.5A.fastq.trim.sam.counts,b37_48_7.5B.fastq.trim.sam.counts,b37_48_7.5C.fastq.trim.sam.counts,b37_48_7.5D.fastq.trim.sam.counts,b37_48_8A.fastq.trim.sam.counts,b37_48_8B.fastq.trim.sam.counts,b37_48_8C.fastq.trim.sam.counts,b37_48_8D.fastq.trim.sam.counts,b37_4_7.5A.fastq.trim.sam.counts,b37_4_7.5B.fastq.trim.sam.counts,b37_4_7.5C.fastq.trim.sam.counts,b37_4_7.5D.fastq.trim.sam.counts,b37_4_8A.fastq.trim.sam.counts,b37_4_8B.fastq.trim.sam.counts,b37_4_8C.fastq.trim.sam.counts,b37_4_8D.fastq.trim.sam.counts
TRINITY_DN24812_c0_g1,15,23,10,7,26,14,16,0,14,10,12,26,15,2,10,0,2,12,5,50,47,32,7,25,4,24,9,8,47,26,11,12,24,0,1,0
TRINITY_DN24813_c0_g1,18,23,23,3,19,31,52,2,30,16,22,46,28,3,24,0,14,50,14,78,40,121,6,22,23,66,16,55,93,68,26,13,97,0,5,0
TRINITY_DN24813_c1_g1,121,123,80,32,149,98,182,1,91,75,106,215,131,4,128,15,52,221,51,343,238,365,62,92,175,256,83,135,286,330,121,79,344,9,29,4
TRINITY_DN24814_c0_g1,77,48,51,13,30,104,75,1,21,31,30,68,40,2,38,2,22,80,8,116,70,203,15,45,68,143,40,117,82,169,56,41,151,2,10,3
TRINITY_DN24815_c0_g1,1,7,3,1,1,8,13,0,1,3,4,11,9,2,9,0,1,5,0,21,10,36,1,6,2,22,4,11,14,10,16,2,17,0,0,0
TRINITY_DN24815_c1_g1,0,4,0,0,2,3,1,0,1,0,0,1,2,0,4,0,0,3,0,4,4,7,0,0,2,2,0,2,8,5,0,1,6,0,0,0
TRINITY_DN24816_c0_g1,22,18,10,5,61,16,30,1,9,39,39,37,17,1,14,7,13,16,8,34,48,46,9,17,23,26,21,28,43,52,27,19,49,2,6,0
TRINITY_DN24817_c0_g1,13,19,7,5,56,22,21,9,12,22,76,23,13,11,16,12,43,22,18,40,81,57,17,14,10,35,10,20,56,29,38,12,39,5,4,9
TRINITY_DN24817_c1_g1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,2,2,0,0,1,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0
TRINITY_DN24818_c0_g1,26,20,13,4,28,33,32,4,12,8,17,22,23,4,11,5,17,29,7,60,19,99,8,17,26,36,11,17,32,40,13,18,54,1,3,2
TRINITY_DN24819_c0_g1,4,3,1,1,1,5,4,0,1,1,2,13,0,0,1,0,0,1,0,7,0,5,2,1,1,8,0,3,6,4,0,0,4,0,0,0
TRINITY_DN24820_c0_g1,3,3,3,2,3,0,1,0,0,0,0,1,0,0,1,0,3,2,0,3,3,3,2,1,2,2,0,3,0,7,0,2,4,0,1,0
TRINITY_DN24821_c0_g1,16,4,4,1,2,2,8,0,2,3,1,7,5,0,7,1,4,12,2,15,24,39,6,5,11,28,11,8,9,18,3,3,27,0,3,0
TRINITY_DN24823_c0_g1,39,20,26,4,14,31,30,3,12,16,10,22,16,0,15,0,14,29,5,43,36,55,9,11,22,47,9,28,20,68,39,17,57,0,1,1
TRINITY_DN24824_c0_g1,8,1,2,0,2,0,3,0,0,0,1,3,3,0,0,0,0,4,0,9,3,6,2,6,1,2,6,2,0,5,0,1,4,0,3,0
TRINITY_DN24825_c0_g1,1,1,0,2,0,3,3,0,1,2,0,4,2,0,3,0,1,0,0,3,3,21,1,1,1,5,0,0,0,2,0,6,8,0,1,0
TRINITY_DN24826_c0_g1,21,17,17,9,35,24,29,4,14,23,24,39,23,2,26,9,20,48,13,79,56,123,14,9,29,42,15,30,58,45,18,11,79,4,7,0
TRINITY_DN24827_c0_g1,7,8,15,2,6,4,14,0,0,3,4,8,7,0,6,0,4,5,0,11,5,12,2,5,4,11,3,14,5,6,7,6,15,1,1,1
TRINITY_DN24828_c0_g1,10,8,8,1,13,26,5,3,2,5,7,6,4,0,13,0,0,12,1,9,10,16,2,6,12,12,2,19,18,16,8,9,19,0,3,0
TRINITY_DN24829_c0_g1,187,199,211,81,225,210,228,6,73,125,135,256,128,11,146,21,112,206,77,319,264,384,68,117,138,306,133,200,345,407,203,153,340,27,26,5
TRINITY_DN2482_c0_g1,2,3,0,1,2,3,1,0,1,1,2,6,2,0,2,0,0,2,2,2,5,5,0,1,0,9,2,2,4,8,3,4,4,0,0,0
TRINITY_DN24830_c0_g1,10,18,26,5,10,17,23,1,6,6,2,30,10,1,13,0,9,10,3,26,15,53,8,14,19,41,19,27,18,34,9,10,30,0,1,1
TRINITY_DN24831_c0_g1,2,3,4,0,1,1,2,0,0,0,0,1,0,0,3,0,1,1,0,3,3,5,0,0,1,0,0,3,9,3,0,0,3,0,0,0
TRINITY_DN24832_c0_g1,42,51,39,12,14,64,65,1,18,35,24,83,20,0,30,3,19,59,11,105,57,166,11,21,46,125,23,81,48,114,52,50,113,2,10,0
TRINITY_DN24834_c0_g1,66,54,98,13,44,91,82,2,16,30,38,67,42,2,60,3,19,70,24,144,85,168,27,30,83,206,31,91,89,128,43,32,89,1,15,1
TRINITY_DN24835_c0_g1,61,66,58,19,39,87,72,0,14,25,20,114,42,0,89,0,30,140,14,182,117,251,37,65,117,259,53,202,51,136,44,53,175,1,11,1
TRINITY_DN24836_c0_g1,20,16,4,0,3,8,12,0,4,0,0,10,5,0,2,0,1,18,0,19,16,30,2,6,8,26,5,19,10,24,9,12,25,0,1,0
TRINITY_DN24838_c0_g1,13,17,20,0,5,13,13,1,1,5,9,9,8,1,9,0,3,24,0,22,10,34,9,3,10,28,4,17,12,33,11,7,25,0,3,0
TRINITY_DN2483_c0_g1,1,1,3,0,1,3,2,0,0,1,1,1,1,0,1,0,1,1,2,1,6,4,1,1,0,0,0,3,3,3,0,1,1,0,0,0
TRINITY_DN24840_c0_g1,10,11,7,0,3,7,10,0,2,4,1,4,3,0,3,2,1,4,2,9,7,19,0,3,2,11,2,3,4,8,1,6,7,1,1,0
TRINITY_DN24847_c0_g1,30,27,30,7,11,26,35,2,16,5,10,28,22,1,22,3,3,44,8,42,14,68,10,17,26,34,25,45,35,43,9,20,73,2,9,0
TRINITY_DN24848_c0_g1,17,14,8,5,9,6,5,0,9,5,4,11,7,0,13,1,0,14,1,14,7,28,2,6,9,28,3,8,11,24,7,7,25,3,0,1
TRINITY_DN24849_c0_g1,13,13,16,4,11,16,28,0,5,5,6,26,8,1,12,2,10,26,7,31,14,37,5,13,12,35,20,26,16,45,15,14,44,2,3,0
TRINITY_DN2484_c0_g1,19,22,15,7,14,20,24,1,13,6,17,36,21,0,19,1,7,22,3,39,38,42,19,9,33,61,30,42,17,57,4,9,54,0,3,0
TRINITY_DN24850_c0_g1,9,21,5,7,5,18,9,1,6,5,1,18,8,1,10,0,0,14,2,16,19,41,6,11,7,12,4,4,18,24,2,13,52,0,2,0
TRINITY_DN24852_c0_g1,0,3,3,0,2,0,4,0,1,0,2,5,0,1,1,0,0,1,0,4,3,7,0,2,2,3,0,4,4,4,2,0,4,0,0,0
TRINITY_DN24853_c0_g1,0,2,4,0,1,3,2,0,1,0,0,0,2,0,4,0,0,1,0,2,2,6,0,3,3,2,3,1,2,5,1,2,3,0,0,0
TRINITY_DN24854_c0_g1,4,8,2,0,9,10,23,0,5,5,11,14,6,3,10,7,6,1,2,13,21,15,2,5,3,12,5,8,19,16,6,4,16,5,2,2
TRINITY_DN24855_c0_g1,28,53,50,13,15,44,52,1,8,10,14,62,18,0,25,1,11,43,1,87,24,102,13,22,26,82,19,67,27,66,11,31,93,2,6,0
TRINITY_DN24856_c0_g1,7,10,5,2,3,8,9,0,1,4,3,9,3,0,3,0,3,7,2,11,8,18,5,3,6,19,2,7,4,9,9,1,3,0,1,1
TRINITY_DN24857_c0_g1,7,9,11,3,17,19,15,0,9,19,20,26,11,1,8,0,8,14,7,13,31,33,5,10,9,20,4,12,27,29,18,6,25,1,3,0
TRINITY_DN24858_c0_g1,3,11,8,3,12,7,13,0,3,0,3,19,11,0,9,0,0,13,0,33,12,27,3,6,4,19,3,11,9,15,2,5,19,0,1,0
TRINITY_DN24859_c0_g1,44,52,81,12,23,81,63,0,15,18,4,49,21,0,38,0,4,53,11,101,29,131,9,25,42,101,33,64,95,116,41,40,107,1,7,2
TRINITY_DN24860_c0_g1,13,13,13,7,6,25,14,0,0,2,7,19,6,0,5,1,0,11,8,29,15,47,1,13,9,32,10,10,12,36,4,6,28,0,3,0
TRINITY_DN24861_c0_g1,10,17,19,0,10,15,20,1,6,7,18,17,7,0,7,1,6,7,4,15,17,47,4,6,11,34,6,12,32,24,12,4,22,0,3,0
TRINITY_DN24862_c0_g1,176,192,294,68,155,206,215,0,51,68,81,266,149,5,130,11,73,189,56,432,242,514,61,111,134,325,103,206,211,419,130,149,374,4,23,1
TRINITY_DN24863_c0_g1,8,15,13,0,14,16,10,0,3,1,15,7,8,0,4,0,7,6,4,25,21,23,4,6,9,24,3,15,25,19,19,3,17,0,0,0
TRINITY_DN24866_c0_g1,153,182,190,49,133,180,152,3,60,138,97,204,121,3,99,11,114,198,84,487,323,467,85,93,269,565,168,359,239,308,166,153,397,7,33,3
TRINITY_DN24868_c0_g1,6,4,5,2,8,7,3,0,1,3,3,11,2,0,5,0,4,2,3,10,15,17,1,5,3,8,6,5,6,19,1,4,18,0,1,0
TRINITY_DN24869_c0_g1,73,78,58,15,56,112,113,0,36,35,28,108,63,0,73,0,44,113,38,187,107,233,40,30,100,194,42,152,130,239,61,65,194,2,13,0
TRINITY_DN2486_c0_g1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,0,1,2,0,1,0,0,0,0,0
TRINITY_DN24873_c0_g1,4,8,12,3,23,8,33,0,3,7,5,26,9,0,14,1,4,15,5,35,22,57,3,12,15,18,7,11,22,25,11,9,51,1,4,0
TRINITY_DN24874_c0_g1,5,7,7,1,11,3,30,0,2,4,3,17,8,0,5,0,11,17,1,23,24,17,1,9,6,12,3,22,15,17,8,7,50,0,1,0
TRINITY_DN24875_c0_g1,18,27,10,3,24,21,30,2,9,7,8,37,22,0,19,1,10,23,7,32,31,68,6,17,54,54,14,50,27,33,25,13,34,2,4,0
TRINITY_DN24876_c0_g1,11,7,16,3,14,15,19,0,8,10,13,30,12,0,5,3,4,22,7,32,19,31,8,18,11,26,9,16,22,36,18,6,24,1,2,0
TRINITY_DN24877_c0_g1,41,43,25,6,31,32,65,1,32,30,19,80,44,3,28,0,9,60,20,95,45,138,16,31,37,79,26,68,60,110,40,34,130,1,12,2
TRINITY_DN24878_c0_g1,8,14,11,1,2,7,18,0,5,0,3,20,5,0,15,0,0,12,0,17,2,24,2,4,7,27,3,13,14,29,3,7,22,0,2,0
TRINITY_DN24879_c0_g1,49,61,62,17,28,60,71,1,19,23,35,90,56,5,46,5,16,68,20,144,95,164,45,47,69,239,52,141,58,136,28,44,126,3,10,2
TRINITY_DN2487_c0_g1,2,3,4,1,7,6,3,0,0,2,3,5,2,0,4,0,3,5,2,8,7,13,0,2,1,14,3,9,5,11,5,7,4,0,0,0
TRINITY_DN24881_c0_g1,9,7,8,3,8,19,12,0,6,4,6,12,9,0,8,6,19,17,2,29,9,21,1,5,14,20,6,18,20,19,6,5,39,0,0,0
TRINITY_DN24882_c0_g1,152,161,218,58,169,156,254,2,88,90,137,235,127,11,137,17,94,204,78,473,298,525,62,141,176,380,121,246,271,377,146,129,418,10,26,7
TRINITY_DN24883_c0_g1,8,13,14,0,18,9,13,0,4,7,8,28,5,0,11,0,5,14,5,35,32,65,4,11,6,19,3,13,15,20,8,6,26,1,2,0
TRINITY_DN24883_c1_g1,23,22,10,3,22,11,31,0,8,4,5,35,14,0,14,4,13,17,2,34,16,64,8,9,24,50,19,21,14,25,15,13,33,1,2,0
TRINITY_DN24887_c0_g1,7,6,6,1,4,5,10,0,9,5,8,23,8,0,4,0,8,11,0,44,7,47,2,6,3,19,10,14,21,17,2,3,41,0,1,0
TRINITY_DN24887_c1_g1,2,6,4,2,3,4,12,0,3,2,4,19,10,0,2,0,3,11,2,13,9,28,4,3,8,10,4,3,7,20,1,3,12,0,0,0
TRINITY_DN24888_c0_g1,32,56,38,15,37,69,95,1,12,28,18,70,31,1,38,5,19,64,11,95,93,123,18,48,63,132,29,86,75,86,41,36,143,1,8,3
TRINITY_DN24889_c0_g1,249,231,205,41,109,358,325,3,125,103,84,241,131,3,219,24,72,322,53,352,174,442,51,112,253,453,101,394,325,537,158,182,479,5,46,7
TRINITY_DN2488_c0_g1,3,5,1,0,0,11,14,0,11,0,0,9,13,0,8,0,0,7,0,28,13,30,5,7,8,8,6,10,7,6,1,3,30,0,3,0
TRINITY_DN24890_c0_g1,37,49,43,13,44,61,63,9,26,26,39,75,39,9,33,15,43,60,23,126,124,142,34,44,31,90,40,63,87,96,47,33,89,9,10,7
TRINITY_DN24892_c0_g1,120,190,181,61,125,172,176,3,34,61,122,213,98,8,74,16,59,137,38,328,206,355,42,80,75,324,79,184,209,305,119,142,251,3,29,5
TRINITY_DN24893_c1_g1,617,555,499,156,338,707,803,15,322,220,191,636,405,16,501,22,76,814,85,974,491,1314,184,346,572,1004,299,828,522,1181,290,496,1194,6,193,9
TRINITY_DN24894_c0_g1,175,184,186,37,46,172,217,1,69,37,48,199,96,7,165,2,34,179,25,329,114,403,47,83,149,363,90,256,106,360,74,132,323,5,29,1
TRINITY_DN24895_c0_g1,0,2,2,3,1,3,5,0,0,1,1,3,2,0,3,0,0,3,1,9,15,7,1,2,4,12,3,4,5,10,2,1,7,0,0,0
TRINITY_DN24896_c0_g1,49,113,50,9,34,106,77,2,12,19,13,56,26,2,28,1,12,56,21,63,39,137,19,39,39,131,14,59,78,75,34,22,86,7,9,0
TRINITY_DN24897_c0_g1,2,1,2,0,5,5,4,0,0,1,2,5,6,0,2,0,1,2,1,8,10,20,2,1,2,9,4,2,6,6,0,1,5,0,0,0
TRINITY_DN24898_c0_g1,0,1,3,0,1,1,0,0,0,1,4,2,2,0,0,0,1,3,0,6,8,6,0,0,0,5,1,0,5,2,2,1,2,0,1,0
TRINITY_DN24900_c0_g1,33,31,34,14,20,50,77,0,19,11,7,61,18,0,29,9,7,53,15,72,61,169,13,19,51,117,32,85,37,69,29,18,118,1,9,0
TRINITY_DN24902_c0_g1,18,9,10,3,8,13,45,0,12,1,9,48,6,0,12,0,2,15,3,44,23,56,2,20,14,21,8,26,20,27,8,11,38,2,2,0
TRINITY_DN24903_c0_g1,21,33,27,7,13,18,29,2,15,8,11,33,13,0,19,4,15,40,10,58,31,80,9,20,21,58,11,51,23,67,18,22,48,5,12,1
TRINITY_DN24904_c0_g1,7,8,9,5,10,15,18,0,5,6,8,13,10,0,13,0,7,13,3,15,27,59,2,8,8,21,5,22,17,38,18,9,43,0,2,0
TRINITY_DN24905_c0_g1,8,8,13,2,3,9,14,0,4,3,6,12,6,0,9,0,4,12,0,22,8,33,4,5,9,20,5,20,9,17,3,11,18,0,1,1
TRINITY_DN24905_c1_g1,21,31,21,5,47,14,31,2,12,10,37,35,11,2,18,11,12,20,18,45,83,57,7,24,18,39,22,30,46,51,18,21,27,3,1,4
TRINITY_DN24906_c0_g1,42,47,46,13,42,46,49,0,23,18,57,77,33,7,29,9,37,69,27,137,81,154,19,27,37,102,28,55,89,101,58,31,105,3,8,3
TRINITY_DN24907_c0_g1,72,84,78,4,35,89,92,2,42,22,16,60,14,1,52,1,3,61,5,94,42,160,4,37,50,143,34,86,75,165,14,66,119,1,16,0
TRINITY_DN24908_c0_g1,2,4,8,0,4,5,10,0,3,2,3,6,1,0,4,0,2,5,1,9,2,33,2,1,1,3,2,3,3,12,8,7,14,0,1,0
TRINITY_DN24909_c0_g1,56,103,67,17,138,114,83,8,32,90,52,76,34,18,65,23,31,74,33,121,95,137,20,41,79,130,50,113,168,158,75,55,108,23,17,7
TRINITY_DN2490_c0_g1,10,18,10,5,4,17,10,1,4,3,7,11,5,0,9,0,6,4,0,29,7,29,4,10,13,29,4,17,13,13,5,8,25,0,3,0
TRINITY_DN24910_c0_g1,7,6,6,2,10,5,12,0,0,2,3,12,6,1,16,1,0,12,0,19,23,20,0,6,7,12,2,10,18,17,0,5,14,0,1,0
TRINITY_DN24910_c2_g1,1,1,4,0,5,1,4,0,2,2,1,4,0,0,4,1,2,0,4,6,9,7,1,2,0,2,2,5,4,6,2,3,4,0,0,0
TRINITY_DN24911_c0_g1,26,42,39,9,31,41,78,2,24,17,13,93,46,1,40,3,7,51,18,93,65,197,25,29,46,80,32,55,52,70,29,17,104,1,7,2
TRINITY_DN24912_c0_g1,7,12,12,2,8,13,12,0,3,4,3,17,6,1,8,0,2,9,3,18,19,24,5,8,8,30,3,25,10,24,8,14,26,1,3,1
TRINITY_DN24913_c0_g1,7,3,5,0,5,11,12,0,3,1,3,10,5,0,3,0,2,6,0,15,15,20,2,7,6,13,7,7,7,19,6,2,16,1,1,0
TRINITY_DN24914_c0_g1,6,13,8,0,14,15,16,0,3,12,15,8,4,1,6,2,1,4,3,27,17,48,0,4,8,32,4,24,44,25,17,7,31,1,1,0
TRINITY_DN24915_c0_g1,7,16,12,2,7,7,12,0,4,5,1,11,4,0,5,2,3,7,6,17,7,27,6,0,10,29,7,16,9,22,8,3,26,2,0,0
TRINITY_DN24916_c0_g1,2,6,8,0,6,9,11,0,3,3,11,11,6,0,12,0,1,13,0,18,6,28,4,4,4,13,2,20,15,14,3,9,15,0,2,0
TRINITY_DN24917_c1_g1,6,11,14,2,5,10,16,0,11,4,1,25,12,0,13,0,1,14,1,48,13,63,6,7,15,40,13,28,14,23,5,11,35,0,2,0
TRINITY_DN24919_c0_g1,5,8,4,1,4,9,4,0,0,1,6,7,0,1,1,0,0,3,1,16,11,11,1,1,1,9,4,4,11,8,4,4,4,2,1,0
TRINITY_DN2491_c0_g1,6,12,6,2,19,8,21,4,3,8,20,18,8,5,8,4,7,19,5,29,32,41,8,9,7,21,3,17,24,30,9,5,29,3,1,1
TRINITY_DN24924_c0_g1,1,2,6,0,2,2,7,0,0,0,2,4,2,0,2,0,5,12,1,4,2,13,0,2,1,4,1,3,6,13,2,1,5,0,0,0
TRINITY_DN24925_c0_g1,17,12,8,6,9,5,13,0,3,4,13,22,18,1,12,5,11,14,5,28,14,45,4,10,7,39,8,21,15,29,13,5,25,0,3,0
TRINITY_DN24927_c0_g1,26,11,28,4,40,21,40,2,6,16,46,37,29,2,23,7,25,43,20,79,88,55,13,13,15,30,14,36,72,37,20,16,71,2,2,3
TRINITY_DN24928_c0_g1,7,6,7,1,3,3,8,0,2,2,5,8,3,0,6,0,3,9,1,12,14,7,3,2,6,22,2,6,7,8,5,1,15,1,1,0
TRINITY_DN24929_c0_g1,6,15,17,5,21,5,12,1,4,5,20,16,6,1,2,8,5,12,2,18,20,31,1,6,6,16,3,7,15,21,8,0,17,1,1,1
TRINITY_DN24931_c0_g1,147,165,158,30,235,147,231,2,64,124,49,211,133,2,125,3,74,231,153,331,267,486,76,82,157,323,78,213,1072,288,412,102,317,7,18,0
TRINITY_DN24932_c0_g1,7,7,10,1,3,16,5,0,0,1,2,9,2,0,3,1,5,8,0,10,10,19,2,4,8,28,7,23,20,8,1,6,19,0,3,0
TRINITY_DN24933_c0_g1,0,0,0,2,0,0,6,0,0,1,0,1,2,0,2,0,0,2,0,2,2,8,0,1,2,2,0,3,1,0,1,1,2,0,0,0
TRINITY_DN24934_c0_g1,5,24,18,3,15,7,36,0,6,9,13,24,12,1,18,3,7,26,13,32,16,41,2,12,16,49,10,34,16,26,5,9,50,1,6,0
TRINITY_DN24935_c0_g1,11,15,6,0,9,17,16,0,6,2,8,20,7,1,6,2,4,15,4,19,10,37,0,10,2,19,6,13,23,34,10,15,29,0,1,0
TRINITY_DN24937_c0_g1,5,2,2,0,5,3,12,0,7,1,6,6,3,0,4,0,1,6,0,16,19,23,0,3,5,9,2,12,2,7,2,3,14,0,0,0
TRINITY_DN24937_c1_g1,4,2,2,0,0,2,4,0,3,1,3,3,0,0,4,0,0,7,1,7,3,15,5,1,0,0,2,6,5,4,0,1,7,0,0,0
TRINITY_DN24938_c0_g1,11,15,9,3,11,21,39,0,8,2,3,42,25,0,8,0,0,14,3,43,14,91,3,19,6,36,13,32,6,32,2,9,73,0,0,0
TRINITY_DN24939_c0_g1,8,6,5,1,11,10,10,0,3,11,5,8,7,0,2,2,5,8,5,15,18,14,2,13,11,12,1,14,22,22,3,4,21,3,2,0
TRINITY_DN24940_c0_g1,46,86,68,23,80,73,106,10,27,44,65,100,36,13,54,22,47,78,36,159,98,211,37,42,62,143,52,105,121,210,86,65,164,12,18,8
TRINITY_DN24941_c0_g1,11,8,9,4,8,11,14,0,3,7,4,8,1,1,11,1,4,8,9,11,18,23,9,6,11,14,6,12,14,16,7,5,16,1,2,0
TRINITY_DN24942_c0_g1,25,31,18,5,29,55,42,0,16,15,2,23,5,2,21,0,5,12,4,30,19,68,6,23,32,42,11,34,18,67,11,22,46,1,1,0
TRINITY_DN24943_c0_g1,7,2,2,1,11,7,11,1,3,5,8,14,9,0,8,1,10,10,4,24,29,22,5,7,11,20,5,19,28,21,17,2,25,0,1,0
TRINITY_DN24943_c1_g1,19,12,16,6,22,23,26,0,4,12,21,14,6,1,15,1,6,26,4,43,24,70,7,8,17,39,10,32,46,40,6,20,34,0,1,1
TRINITY_DN24944_c0_g1,2,3,1,1,3,0,2,0,0,0,1,1,3,0,3,0,0,4,0,2,0,5,0,1,1,7,1,2,0,2,1,2,2,0,0,0
TRINITY_DN24945_c0_g1,177,143,170,42,104,153,168,3,48,59,56,166,95,4,122,6,22,146,45,266,161,362,47,94,139,280,80,176,215,270,89,107,275,3,19,1
TRINITY_DN24948_c0_g1,4,2,6,1,0,5,6,0,3,2,2,9,4,0,5,1,4,9,3,13,10,6,1,1,5,10,1,6,12,6,5,3,6,0,0,0
TRINITY_DN24949_c0_g1,42,47,47,10,43,71,44,1,18,27,32,63,19,0,31,3,8,37,7,64,73,99,23,31,46,86,35,60,69,97,20,47,92,2,8,1
TRINITY_DN2494_c0_g1,1,8,2,2,1,5,4,1,7,1,0,1,3,0,2,0,0,3,1,8,10,7,4,5,5,6,0,2,3,9,3,1,5,0,0,0
TRINITY_DN24950_c0_g1,4,10,1,1,1,3,6,0,3,1,2,3,2,0,5,0,2,5,1,5,2,19,0,1,4,11,3,8,10,5,1,1,5,0,0,0
TRINITY_DN24951_c0_g1,17,20,18,3,19,14,19,0,9,9,13,31,11,1,12,5,14,17,2,45,28,29,6,7,8,26,7,14,22,22,28,8,25,2,3,1
TRINITY_DN24953_c0_g1,19,31,32,11,38,30,59,0,23,27,28,51,24,3,25,3,22,32,5,87,72,125,13,28,27,57,19,43,51,71,15,26,100,3,1,2
TRINITY_DN24954_c0_g1,33,51,51,20,29,39,55,0,21,21,9,73,27,1,43,2,14,53,28,120,47,120,19,42,62,150,39,87,53,131,63,40,98,3,5,0
TRINITY_DN24955_c0_g1,10,15,9,4,3,10,12,1,5,5,3,18,9,1,6,3,2,13,5,19,12,24,2,9,4,24,6,11,27,18,13,15,18,1,1,0
TRINITY_DN24957_c0_g1,3,2,1,1,7,1,7,0,0,1,6,8,3,0,1,0,0,7,0,6,7,25,2,1,5,8,2,6,8,9,6,3,7,0,0,0
TRINITY_DN24958_c0_g1,8,11,8,1,25,10,28,0,12,11,22,17,9,1,10,0,5,13,1,38,53,44,5,4,10,24,5,13,25,23,17,5,24,0,3,1
TRINITY_DN24959_c0_g1,17,22,24,1,20,13,23,0,10,6,7,21,11,0,23,0,13,21,5,34,30,55,4,12,9,33,5,18,13,40,12,4,40,0,0,0
TRINITY_DN2495_c0_g1,12,12,13,6,19,12,16,1,3,6,10,6,6,2,15,1,10,11,5,21,22,49,8,19,22,41,17,24,16,23,5,10,21,1,2,0
TRINITY_DN24960_c0_g1,8,5,1,10,9,4,6,8,1,13,3,0,1,9,6,5,1,11,8,0,14,1,5,3,12,9,12,9,9,5,7,15,3,8,5,6
TRINITY_DN24960_c1_g1,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,1,0,2,3,6,3,1,0,0,1,1,0,1,3,0,1,0,1,0,0
TRINITY_DN24962_c0_g1,18,13,14,4,14,11,24,0,10,8,9,16,3,0,22,1,0,17,3,27,37,56,2,11,9,35,4,33,9,33,25,11,36,0,4,0
TRINITY_DN24963_c0_g1,1,5,1,0,3,5,8,0,1,3,0,13,6,0,0,0,2,8,2,8,15,22,1,4,5,4,2,3,1,4,1,0,17,0,1,0
TRINITY_DN24964_c0_g1,35,46,33,6,36,36,36,2,6,19,24,52,12,3,30,4,14,42,10,69,39,72,19,17,29,71,23,51,45,68,25,20,56,2,2,2
TRINITY_DN24965_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0,2,3,0,2,0
TRINITY_DN24967_c0_g1,1,3,5,0,1,0,3,0,2,2,1,2,0,0,0,1,1,0,1,6,3,7,1,1,0,6,2,1,2,5,0,3,2,0,0,0
TRINITY_DN24968_c0_g1,2,2,6,1,0,12,3,0,1,0,0,2,2,0,4,0,0,4,0,11,0,27,5,2,8,15,5,10,1,18,4,8,8,0,0,0
TRINITY_DN24969_c0_g1,28,39,31,8,32,30,32,2,5,19,18,34,15,2,24,3,10,32,9,56,23,43,5,13,16,63,21,51,45,69,10,17,43,0,8,1
TRINITY_DN24972_c0_g1,19,22,8,5,22,15,20,0,16,4,7,38,34,0,12,0,7,43,3,54,47,97,14,10,15,55,21,29,20,80,8,8,61,1,6,0
TRINITY_DN24973_c0_g1,6,5,1,1,3,10,6,0,1,1,1,4,2,0,1,0,1,5,1,5,1,11,2,1,1,6,0,2,8,9,3,1,8,0,1,0
TRINITY_DN24974_c0_g1,1,0,0,0,1,0,4,0,0,1,0,1,2,0,1,0,1,3,0,7,4,3,2,0,2,3,1,1,6,4,4,0,7,0,1,0
TRINITY_DN24975_c0_g1,123,150,140,58,92,131,153,1,43,45,67,162,80,6,123,4,74,160,49,292,181,358,83,107,123,348,129,249,146,242,86,94,232,6,25,1
TRINITY_DN24976_c0_g1,18,24,18,7,23,25,27,0,5,14,17,33,19,1,17,3,9,10,9,32,48,43,10,13,18,52,32,40,27,55,10,7,42,1,6,1
TRINITY_DN24977_c0_g1,9,12,4,3,9,14,32,0,8,6,5,16,4,0,10,0,3,12,2,16,27,25,2,7,5,18,4,18,12,25,17,8,25,1,2,0
TRINITY_DN24978_c0_g1,62,85,58,14,20,111,116,1,30,5,11,80,50,4,68,3,5,88,4,124,32,181,21,36,62,174,28,162,27,196,12,48,175,1,24,0
