brood 37 (48-h) mapped counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b37_0_8A.fastq.trim.sam.counts,b37_0_8B.fastq.trim.sam.counts,b37_0_8C.fastq.trim.sam.counts,b37_0_8D.fastq.trim.sam.counts,b37_10_7.5A.fastq.trim.sam.counts,b37_10_7.5B.fastq.trim.sam.counts,b37_10_7.5C.fastq.trim.sam.counts,b37_10_7.5D.fastq.trim.sam.counts,b37_10_8A.fastq.trim.sam.counts,b37_10_8B.fastq.trim.sam.counts,b37_10_8C.fastq.trim.sam.counts,b37_10_8D.fastq.trim.sam.counts,b37_24_7.5A.fastq.trim.sam.counts,b37_24_7.5B.fastq.trim.sam.counts,b37_24_7.5C.fastq.trim.sam.counts,b37_24_7.5D.fastq.trim.sam.counts,b37_24_8A.fastq.trim.sam.counts,b37_24_8B.fastq.trim.sam.counts,b37_24_8C.fastq.trim.sam.counts,b37_24_8D.fastq.trim.sam.counts,b37_48_7.5A.fastq.trim.sam.counts,b37_48_7.5B.fastq.trim.sam.counts,b37_48_7.5C.fastq.trim.sam.counts,b37_48_7.5D.fastq.trim.sam.counts,b37_48_8A.fastq.trim.sam.counts,b37_48_8B.fastq.trim.sam.counts,b37_48_8C.fastq.trim.sam.counts,b37_48_8D.fastq.trim.sam.counts,b37_4_7.5A.fastq.trim.sam.counts,b37_4_7.5B.fastq.trim.sam.counts,b37_4_7.5C.fastq.trim.sam.counts,b37_4_7.5D.fastq.trim.sam.counts,b37_4_8A.fastq.trim.sam.counts,b37_4_8B.fastq.trim.sam.counts,b37_4_8C.fastq.trim.sam.counts,b37_4_8D.fastq.trim.sam.counts
TRINITY_DN24979_c0_g1,76,106,120,26,98,119,137,1,31,48,57,116,49,4,60,10,48,97,36,192,149,233,34,66,73,189,75,111,135,204,71,77,179,7,13,1
TRINITY_DN24980_c0_g1,1,6,4,0,3,3,6,0,5,0,2,3,9,0,6,0,3,12,0,11,10,20,4,6,11,18,6,18,5,17,0,3,18,1,0,0
TRINITY_DN24982_c0_g1,0,4,1,0,1,0,8,0,3,0,0,9,1,0,3,0,0,6,3,10,1,11,1,1,6,8,4,4,4,7,0,0,3,0,0,0
TRINITY_DN24982_c1_g1,28,40,27,6,18,39,51,0,19,18,15,59,45,0,27,3,1,92,10,105,47,156,19,22,21,77,20,43,49,80,20,18,93,0,8,0
TRINITY_DN24983_c0_g1,87,74,37,22,109,82,183,0,73,51,92,169,102,1,71,6,31,150,21,328,196,362,47,53,78,211,82,151,181,162,72,45,267,1,12,0
TRINITY_DN24984_c0_g1,92,117,79,30,77,124,152,2,39,61,53,126,40,1,63,7,21,127,37,178,101,188,33,49,102,191,45,123,147,236,69,60,181,10,10,1
TRINITY_DN24986_c0_g1,70,62,129,18,56,118,126,0,25,27,35,98,61,1,82,4,57,113,26,186,75,158,14,25,23,120,27,58,122,200,62,55,221,3,19,1
TRINITY_DN24987_c0_g1,195,214,219,45,112,291,218,5,71,63,64,206,98,8,128,6,46,223,41,329,97,519,55,81,172,370,87,259,289,415,149,146,448,7,32,4
TRINITY_DN24988_c0_g1,2,13,3,4,9,3,13,0,3,3,10,11,6,0,3,0,6,5,0,14,11,24,4,4,5,6,7,11,19,14,6,2,13,0,1,0
TRINITY_DN2498_c0_g1,0,2,3,0,0,0,5,0,1,1,2,1,0,0,0,0,1,3,0,8,2,10,1,1,2,10,3,1,4,4,0,0,3,0,0,0
TRINITY_DN24990_c0_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TRINITY_DN24991_c0_g1,112,118,59,31,97,133,138,2,46,66,54,92,51,4,64,6,35,98,34,142,97,170,33,68,97,200,53,142,133,235,77,79,225,4,20,8
TRINITY_DN24992_c0_g1,13,38,21,3,42,21,46,0,23,21,74,53,22,5,9,8,31,38,13,51,105,91,10,14,21,36,12,39,86,54,44,20,81,3,4,5
TRINITY_DN24993_c0_g1,24,28,19,8,31,39,30,14,11,24,34,21,9,5,21,10,23,19,13,33,30,36,6,27,14,30,18,33,46,36,43,13,44,4,5,6
TRINITY_DN24994_c0_g1,6,9,23,4,2,4,16,1,2,3,6,15,8,0,8,0,2,15,3,25,8,45,5,6,6,30,6,12,20,31,8,9,53,0,2,0
TRINITY_DN24996_c0_g1,3,1,0,0,1,4,0,0,0,3,4,3,0,0,0,1,5,3,0,2,0,5,0,0,2,4,3,1,1,7,0,3,6,0,2,0
TRINITY_DN24997_c0_g1,2,4,3,0,2,1,4,0,0,2,1,4,1,1,0,0,0,6,2,12,0,11,0,2,0,11,1,3,1,3,5,1,2,0,1,0
TRINITY_DN2499_c0_g1,7,5,4,1,1,9,15,0,12,0,1,13,6,0,3,0,0,14,0,19,1,27,4,4,13,14,5,8,15,16,0,8,24,0,1,0
TRINITY_DN249_c0_g1,0,1,0,1,1,1,5,0,0,0,1,1,3,0,1,0,0,2,1,7,8,17,1,3,11,2,4,9,0,4,0,0,4,0,0,0
TRINITY_DN25001_c1_g1,85,116,111,36,132,84,108,6,41,70,132,191,44,13,65,11,77,80,20,113,100,204,46,75,63,163,80,82,118,103,66,64,124,11,17,8
TRINITY_DN25002_c0_g1,115,93,114,47,97,179,158,2,21,81,38,147,102,6,97,3,51,153,60,277,156,351,48,64,90,292,74,192,190,279,131,85,237,8,12,5
TRINITY_DN25003_c2_g1,2,5,3,1,3,3,11,0,0,1,6,3,1,0,2,1,2,3,2,9,5,18,1,3,8,20,2,3,4,5,0,7,6,1,0,1
TRINITY_DN25004_c0_g1,70,74,61,23,34,68,103,0,44,27,31,117,42,4,68,7,29,101,20,185,121,303,42,69,129,284,82,190,80,178,50,60,203,1,19,0
TRINITY_DN25005_c0_g1,21,8,12,3,22,40,29,2,12,9,10,11,9,1,16,1,1,14,2,26,27,36,7,15,25,34,13,36,23,31,9,18,49,0,4,2
TRINITY_DN25006_c0_g1,9,11,7,2,6,16,19,0,1,3,5,24,3,2,11,1,12,15,4,17,20,22,1,6,12,20,6,11,10,26,13,4,21,0,2,0
TRINITY_DN25008_c0_g1,3,5,6,4,12,2,9,0,5,2,2,11,0,0,1,0,1,14,1,16,7,7,1,3,11,14,3,8,11,13,7,6,13,0,1,0
TRINITY_DN25009_c0_g1,19,27,20,13,31,28,31,0,6,38,25,26,15,2,22,2,19,20,15,60,49,86,10,20,27,56,16,38,56,47,53,21,52,4,1,0
TRINITY_DN25010_c0_g1,1,0,6,0,2,3,7,0,1,2,1,5,3,0,3,0,0,2,0,6,3,12,1,2,1,9,2,3,3,5,1,2,5,0,0,0
TRINITY_DN25011_c0_g1,8,7,6,1,7,11,16,0,4,2,2,8,3,1,5,0,6,9,2,16,14,28,2,4,14,18,6,11,5,13,2,5,18,1,0,1
TRINITY_DN25012_c0_g1,56,67,39,13,75,72,79,7,26,43,69,83,44,8,59,14,63,75,44,161,97,161,38,49,72,151,40,102,92,130,77,51,113,13,15,2
TRINITY_DN25013_c0_g1,3,7,5,0,8,4,17,0,0,5,1,10,2,1,6,0,1,6,4,7,6,10,0,3,3,7,5,8,8,14,1,4,6,0,1,0
TRINITY_DN25015_c0_g1,72,59,50,20,30,95,155,1,19,24,27,103,57,1,84,0,24,86,30,209,115,375,50,101,157,323,82,246,82,156,24,51,175,0,10,1
TRINITY_DN25017_c0_g1,17,24,15,10,9,21,15,2,8,17,9,19,9,4,14,1,6,10,12,42,27,30,15,17,34,68,28,38,27,65,10,9,35,3,4,1
TRINITY_DN25018_c0_g1,3,8,5,5,17,10,25,0,10,12,13,21,8,1,6,1,10,13,11,19,29,49,2,8,9,18,8,13,16,26,18,5,26,3,1,0
TRINITY_DN25019_c0_g1,1466,1269,1064,419,513,1628,1705,11,720,304,267,1468,769,26,1115,27,137,1622,171,2034,642,2544,417,729,1365,2231,623,1713,959,2429,502,1072,2528,27,423,15
TRINITY_DN25020_c0_g1,3,3,1,1,6,3,12,1,3,0,4,8,2,0,4,0,2,7,0,12,19,12,0,5,4,3,1,10,8,13,5,5,14,0,2,0
TRINITY_DN25021_c1_g1,1,7,4,2,3,1,4,0,1,9,4,5,2,0,5,0,0,7,2,9,7,15,5,5,12,6,3,15,10,6,1,3,13,0,1,0
TRINITY_DN25022_c0_g1,5,1,5,1,6,0,9,0,2,0,1,4,1,0,0,0,1,3,1,7,2,11,0,2,2,8,4,7,1,8,7,5,6,0,0,0
TRINITY_DN25023_c0_g1,22,23,16,4,12,28,36,0,6,17,5,27,19,0,14,0,3,15,9,52,24,76,4,7,23,56,13,35,28,35,21,18,43,0,3,0
TRINITY_DN25024_c0_g1,3,3,4,3,3,3,3,0,0,2,3,7,2,0,3,0,2,6,0,10,5,10,2,2,5,16,0,7,1,7,1,4,8,0,1,0
TRINITY_DN25025_c0_g1,20,17,12,5,6,15,20,0,7,6,19,26,6,0,5,3,1,23,1,30,23,47,8,8,21,38,14,25,15,25,5,7,29,0,3,0
TRINITY_DN25026_c0_g1,4,4,2,1,15,5,20,0,10,0,0,11,3,0,7,0,0,13,1,18,1,24,1,11,13,25,4,7,9,8,4,2,35,0,0,0
TRINITY_DN25026_c1_g1,0,3,1,0,2,1,1,0,2,0,1,5,4,0,2,0,0,2,0,0,0,5,0,2,0,3,1,2,1,3,0,1,3,0,0,0
TRINITY_DN25029_c0_g1,21,33,29,5,7,32,33,0,14,11,10,30,13,0,42,1,2,19,2,64,21,73,1,13,23,54,11,48,13,63,5,21,52,0,8,0
TRINITY_DN25031_c0_g1,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,1,0,2,0,0,0,5,0,2,0,1,0,0,3,0,0,0
TRINITY_DN25032_c0_g1,5,11,9,3,3,21,11,0,1,7,2,9,8,0,3,0,3,10,1,13,12,26,2,8,11,46,4,26,22,23,8,8,19,2,1,0
TRINITY_DN25033_c0_g1,35,24,14,1,13,48,34,0,18,5,12,32,6,1,15,4,6,37,14,37,27,67,5,28,24,86,18,26,27,47,19,21,66,6,12,0
TRINITY_DN25034_c0_g1,16,9,11,2,5,16,18,0,5,1,3,22,6,0,9,0,1,15,2,30,6,44,2,6,16,39,3,17,2,26,1,6,33,0,2,0
TRINITY_DN25035_c0_g1,9,11,6,4,7,11,11,0,12,3,8,3,6,0,3,0,4,9,2,9,10,24,0,4,2,21,3,10,4,16,1,5,24,0,1,0
TRINITY_DN25036_c0_g1,12,12,12,6,16,9,12,0,5,11,9,10,6,1,5,4,8,7,9,13,18,15,5,11,4,16,6,8,12,21,8,3,20,0,4,2
TRINITY_DN25037_c0_g1,15,7,15,2,7,7,16,0,5,12,6,12,4,0,4,0,6,6,1,21,16,50,1,3,9,20,6,11,14,27,7,9,27,0,4,0
TRINITY_DN25038_c0_g1,2,3,1,1,1,3,2,0,3,1,3,5,3,0,0,0,0,6,0,3,3,19,0,1,1,6,0,3,2,6,2,2,8,0,0,0
TRINITY_DN25039_c0_g1,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,3,4,0,0,1,1,0,0,1,1,3,0,5,0,0,0
TRINITY_DN25040_c0_g1,0,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,2,1,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0
TRINITY_DN25041_c0_g1,2,2,2,0,3,8,6,0,0,1,1,4,4,0,2,0,2,1,0,13,4,7,1,6,5,3,2,1,9,8,5,0,9,0,2,0
TRINITY_DN25046_c0_g1,18,19,23,8,12,21,28,1,9,4,7,41,11,0,16,0,6,20,8,48,21,43,11,10,11,55,5,23,26,33,17,14,52,2,5,1
TRINITY_DN25047_c0_g1,23,19,23,9,24,32,27,2,10,9,8,34,8,2,10,4,10,23,7,37,20,74,10,16,24,49,18,24,35,65,9,19,42,1,4,2
TRINITY_DN25048_c0_g1,2,1,2,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,1,3,3,0,1,1,5,0,4,3,1,2,0,1,0,0,0
TRINITY_DN2504_c0_g1,3,5,4,0,2,5,6,0,3,3,2,6,2,0,4,0,1,3,0,11,6,13,3,0,6,6,0,2,8,13,3,2,7,0,0,1
TRINITY_DN25050_c0_g1,23,16,29,4,12,17,36,0,6,8,9,32,9,0,21,2,9,26,10,45,25,58,4,14,14,54,13,35,39,35,23,16,61,0,8,0
TRINITY_DN25052_c0_g1,9,5,6,3,12,17,17,0,2,5,9,6,4,0,10,1,10,4,0,14,22,21,1,7,9,14,4,7,24,11,4,2,16,1,0,0
TRINITY_DN25054_c0_g1,62,75,85,20,97,70,109,3,56,31,69,144,75,2,70,7,46,110,31,196,163,269,42,56,73,154,44,106,142,232,89,60,233,3,7,0
TRINITY_DN25055_c0_g1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0
TRINITY_DN25057_c0_g1,15,17,13,3,30,13,18,3,4,15,12,7,4,2,8,4,13,12,14,11,24,36,7,10,12,19,7,25,29,20,30,15,22,3,5,0
TRINITY_DN25058_c0_g1,15,14,5,2,35,10,20,0,12,12,17,58,8,0,11,0,9,30,3,36,52,64,5,18,23,22,11,16,31,18,6,12,43,2,3,0
TRINITY_DN25059_c0_g1,40,30,22,9,47,51,67,0,39,17,33,103,75,0,58,2,20,100,10,200,120,350,55,73,116,174,54,76,50,89,26,28,118,0,9,1
TRINITY_DN2505_c0_g1,8,11,15,2,24,10,13,1,3,12,13,17,6,0,5,4,2,5,7,26,33,16,5,11,15,30,16,12,21,17,14,7,11,1,1,2
TRINITY_DN25060_c0_g1,3,7,5,2,6,9,6,0,1,2,2,5,1,2,6,0,2,13,0,13,4,22,2,2,5,20,3,7,5,24,2,2,7,1,0,0
TRINITY_DN25061_c0_g1,15,7,14,6,31,28,30,0,7,16,34,19,10,4,16,5,25,26,20,60,64,82,6,20,19,35,24,33,51,47,33,15,36,1,3,3
TRINITY_DN25062_c0_g1,4,8,5,2,5,12,6,0,2,2,8,12,4,0,3,3,6,9,1,12,10,25,0,7,13,12,4,5,15,20,1,4,8,0,1,0
TRINITY_DN25063_c1_g1,4,7,8,1,2,2,3,0,1,0,1,3,0,0,2,0,1,1,3,5,6,7,0,1,2,7,4,8,2,7,4,0,5,0,2,0
TRINITY_DN25064_c1_g1,4,14,6,3,4,11,13,0,3,1,6,16,5,0,6,0,9,12,4,13,13,22,2,4,4,25,3,8,8,15,9,3,16,0,3,0
TRINITY_DN25065_c0_g1,4,1,4,2,5,9,8,0,5,2,4,14,6,0,4,0,2,16,0,18,17,22,3,1,12,20,2,14,8,19,3,1,26,1,0,0
TRINITY_DN25066_c0_g1,180,164,192,34,221,215,256,12,119,95,223,324,164,24,167,40,160,328,93,577,505,662,53,151,151,306,110,285,289,435,143,132,463,17,51,9
TRINITY_DN25067_c0_g1,4,4,4,1,8,11,22,0,1,0,2,16,6,1,5,0,0,8,2,27,12,21,6,5,3,14,4,12,5,7,1,6,13,3,0,0
TRINITY_DN25069_c0_g1,13,8,4,3,20,34,16,1,2,8,5,11,4,2,14,2,18,10,6,32,22,34,5,5,17,24,13,24,17,28,19,9,24,3,2,0
TRINITY_DN25072_c0_g1,3,7,2,1,2,8,6,0,3,3,1,9,5,0,5,0,1,5,1,18,9,25,5,4,5,15,7,17,2,19,4,3,12,0,1,0
TRINITY_DN25073_c0_g1,4,6,7,2,1,7,7,0,2,0,2,6,4,0,1,0,0,6,3,12,9,12,0,3,8,19,6,11,6,22,5,5,21,0,3,0
TRINITY_DN25075_c1_g1,70,77,58,29,59,55,110,1,23,45,46,95,45,1,101,3,31,98,24,131,160,240,51,73,148,291,124,178,105,165,57,56,140,2,14,2
TRINITY_DN25076_c0_g1,9,14,19,11,19,17,32,0,9,9,13,35,11,0,13,2,16,25,8,40,50,58,16,18,9,29,16,35,33,33,17,10,54,2,3,1
TRINITY_DN25078_c0_g1,0,1,0,0,2,1,3,0,0,2,3,1,1,0,1,0,0,0,0,3,3,8,2,0,3,5,3,2,7,7,0,0,7,0,1,0
TRINITY_DN25079_c0_g1,92,84,130,30,40,67,113,3,53,31,32,74,51,18,70,25,28,90,36,160,46,229,26,47,60,144,33,103,88,154,55,59,159,10,29,10
TRINITY_DN2507_c0_g1,1,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,5,1,0,0,1,0,0,0
TRINITY_DN25080_c0_g1,2,7,9,5,8,15,13,0,2,3,5,5,4,0,8,1,4,6,3,22,12,26,5,6,10,36,5,16,10,16,6,7,25,0,1,0
TRINITY_DN25081_c0_g1,9,17,10,4,8,12,19,2,4,7,4,8,13,0,8,1,10,14,6,25,15,55,3,6,8,24,3,14,19,26,13,8,28,2,1,0
TRINITY_DN25082_c0_g1,5,3,9,0,2,5,6,0,3,2,0,5,2,0,8,0,1,5,1,11,7,17,2,8,0,9,1,3,10,5,2,3,4,0,1,0
TRINITY_DN25083_c0_g1,11,29,28,5,8,23,24,0,8,11,4,22,11,0,10,0,7,31,2,35,13,78,6,7,14,38,14,23,11,47,7,11,43,0,1,0
TRINITY_DN25084_c0_g1,3,3,3,0,11,6,12,0,6,9,7,5,5,0,3,0,6,2,0,8,11,13,3,3,3,8,4,4,6,7,0,5,13,0,1,0
TRINITY_DN25085_c0_g1,76,87,89,19,48,97,129,1,31,38,37,78,49,0,69,4,24,85,16,144,102,248,18,48,66,146,40,122,100,200,55,74,246,6,16,1
TRINITY_DN25086_c0_g1,13,29,14,5,53,25,52,0,19,23,18,66,33,2,23,3,12,31,8,77,79,129,13,37,27,55,28,37,45,61,18,16,77,2,5,1
TRINITY_DN25088_c0_g1,30,43,54,15,30,33,51,0,11,16,19,50,27,1,27,3,12,37,15,123,36,110,14,26,24,97,23,46,34,93,19,24,83,0,5,0
TRINITY_DN25089_c0_g1,12,9,19,6,4,15,12,0,3,1,1,11,7,0,10,0,3,18,0,24,12,24,5,6,6,17,8,9,3,17,6,8,21,0,4,0
TRINITY_DN2508_c0_g1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0
TRINITY_DN25090_c0_g1,246,258,208,98,256,278,292,42,159,168,210,251,103,20,189,44,129,261,100,385,348,485,60,190,230,356,144,283,370,456,214,235,385,43,84,20
TRINITY_DN25091_c0_g1,21,20,31,3,22,25,35,2,11,11,29,31,17,0,25,5,17,31,11,56,68,104,9,25,16,45,21,24,54,48,19,9,47,4,7,2
TRINITY_DN25092_c0_g1,44,76,41,14,45,129,50,5,15,36,54,74,35,0,30,6,28,49,14,122,74,145,18,49,61,115,25,106,97,107,54,58,116,6,9,6
TRINITY_DN25093_c0_g1,2,2,5,1,14,6,5,0,3,4,4,8,7,0,17,0,4,6,3,11,27,31,0,6,13,32,9,22,6,19,5,0,11,0,2,0
TRINITY_DN25094_c0_g1,162,244,248,79,267,259,278,9,87,151,173,248,150,20,158,43,84,201,40,411,323,528,82,193,190,409,139,292,364,473,146,181,434,25,35,8
TRINITY_DN25095_c0_g1,21,20,15,6,6,31,13,0,1,5,5,15,2,2,14,2,1,15,2,36,13,41,5,9,11,18,3,32,17,44,5,13,37,0,4,0
TRINITY_DN25096_c0_g1,2,2,0,0,0,1,2,0,0,1,2,1,0,1,0,1,7,2,0,5,3,7,0,1,2,2,0,0,4,4,0,1,3,0,1,1
TRINITY_DN25096_c1_g1,1,0,0,0,1,0,4,0,0,0,0,1,1,0,0,1,2,2,0,2,0,7,0,3,0,0,0,2,1,0,1,0,7,0,0,0
TRINITY_DN25097_c1_g1,11,12,24,0,10,12,14,0,4,3,12,16,8,0,6,1,6,14,4,26,24,49,6,9,9,34,9,22,21,29,22,7,22,0,2,0
TRINITY_DN25098_c0_g1,1,0,0,0,0,0,1,0,1,2,0,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,1,0,0,0,0,0
TRINITY_DN25099_c0_g1,1,1,0,1,5,1,7,0,1,2,4,1,2,0,1,0,0,1,0,4,8,11,0,3,3,8,0,9,5,7,2,3,7,0,0,0
TRINITY_DN25099_c1_g1,8,19,9,7,13,11,23,0,11,7,6,16,13,0,15,0,10,15,6,46,23,34,4,8,20,40,18,23,20,39,8,11,28,0,5,0
TRINITY_DN25100_c0_g1,9,14,5,4,5,11,21,0,0,1,13,11,5,0,12,1,9,6,4,22,17,22,2,4,6,10,3,9,7,22,3,9,17,0,0,1
TRINITY_DN25101_c0_g1,2,3,2,0,4,3,10,0,0,9,6,2,5,1,7,0,5,10,3,14,17,24,7,7,12,13,3,10,8,10,3,3,11,0,1,0
TRINITY_DN25102_c0_g1,10,12,12,3,22,50,69,1,9,14,16,42,14,0,27,1,13,24,10,73,24,46,1,9,3,22,11,6,45,52,29,16,46,0,4,1
TRINITY_DN25103_c0_g1,6,8,7,4,6,3,10,1,1,2,3,12,5,0,6,1,4,2,2,17,8,9,1,4,9,9,4,4,7,16,2,6,13,2,0,0
TRINITY_DN25104_c0_g1,4,6,4,0,2,1,6,0,0,1,2,5,0,0,4,0,1,2,0,8,7,6,0,4,2,8,1,4,2,7,0,4,4,0,0,0
TRINITY_DN25105_c0_g1,5,3,6,2,15,7,14,2,1,6,13,7,3,3,2,0,12,5,6,15,29,22,3,4,7,15,9,5,24,10,8,2,14,2,0,0
TRINITY_DN25108_c0_g1,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,0,4,0,2,1,6,0,0,1,4,1,2,3,2,2,0,2,0,0,0
TRINITY_DN25109_c0_g1,4,10,7,0,3,5,12,0,2,2,4,15,4,0,7,0,5,10,1,14,6,23,2,7,7,15,4,6,6,15,7,7,11,0,0,0
TRINITY_DN2510_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,1,0,0,2,0,0,0
TRINITY_DN25110_c1_g1,3,4,4,1,4,4,5,0,0,1,1,7,5,0,6,0,1,4,0,9,2,12,3,3,2,11,1,3,7,8,0,1,7,0,0,0
TRINITY_DN25112_c0_g1,2,4,3,3,5,0,6,0,5,2,4,14,4,0,2,0,1,11,2,26,8,18,1,2,12,15,2,14,6,15,1,0,17,0,3,0
TRINITY_DN25113_c0_g1,13,8,7,0,1,9,15,0,4,4,2,14,9,0,5,0,3,21,2,25,9,39,3,7,10,21,8,18,13,33,4,5,22,0,1,0
TRINITY_DN25114_c0_g1,0,1,1,1,1,0,1,0,0,0,1,3,1,0,1,0,0,3,2,3,2,1,0,2,1,3,0,1,1,5,3,2,2,1,0,0
TRINITY_DN25115_c0_g1,5,4,1,0,9,6,15,0,2,2,6,9,8,1,5,3,3,6,1,10,31,26,6,3,13,9,5,9,7,17,2,2,11,1,1,0
TRINITY_DN25116_c0_g1,24,25,20,3,3,21,32,0,18,3,2,36,20,0,13,0,1,26,0,43,8,62,17,16,17,53,7,26,10,42,2,15,53,0,6,0
TRINITY_DN25117_c0_g1,59,65,69,16,107,58,87,9,25,58,88,59,23,10,48,19,38,56,37,110,122,120,12,34,44,101,18,76,139,146,90,35,107,7,11,8
TRINITY_DN25117_c1_g1,8,12,28,3,16,13,23,1,5,15,27,14,4,1,8,4,9,25,5,38,33,45,2,4,13,21,4,19,33,24,22,17,36,2,2,1
TRINITY_DN25118_c0_g1,22,32,17,7,33,19,41,0,5,6,19,30,21,0,16,1,25,26,13,60,62,67,4,6,41,51,9,27,45,66,29,15,59,2,4,0
TRINITY_DN25119_c0_g1,3,3,0,1,2,4,5,0,0,2,0,5,1,0,2,0,0,5,0,6,6,15,3,1,0,5,1,12,9,4,8,1,13,0,1,0
TRINITY_DN25119_c0_g2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,3,0,0,0,2,1,2,0,3,0,1,4,0,0,0
TRINITY_DN25120_c0_g1,1,1,1,1,0,4,1,0,0,0,0,3,1,0,2,0,2,3,0,10,0,2,2,0,3,12,0,1,1,2,0,3,3,0,0,0
TRINITY_DN25121_c0_g1,42,63,82,20,68,86,67,4,10,44,41,60,35,3,43,4,18,34,16,96,97,134,29,41,51,134,51,77,114,124,23,47,88,3,11,3
TRINITY_DN25123_c0_g1,180,163,137,70,80,232,234,5,120,44,25,231,156,7,132,7,11,172,8,223,73,320,85,129,173,263,79,221,176,290,81,153,320,4,51,0
TRINITY_DN25124_c0_g1,30,44,34,13,21,36,47,0,18,19,29,40,17,2,20,3,11,40,13,87,49,119,11,19,19,80,12,49,47,68,42,33,69,0,13,1
TRINITY_DN25125_c0_g1,41,33,37,6,16,33,49,0,13,4,16,39,24,0,24,1,2,56,1,66,20,132,7,41,25,83,10,40,46,83,10,20,92,0,5,0
TRINITY_DN25126_c0_g1,15,18,19,2,9,11,16,0,3,10,15,24,7,1,13,0,5,19,4,30,23,22,6,6,10,30,9,25,17,30,12,17,29,2,3,1
TRINITY_DN25128_c0_g1,1,5,3,1,3,4,7,1,0,0,2,4,1,0,6,2,1,2,0,4,4,10,2,3,3,4,4,3,10,3,9,1,5,0,0,0
TRINITY_DN25129_c0_g1,12,11,12,2,13,15,10,0,1,3,8,13,5,0,2,2,12,7,8,24,28,23,1,9,9,35,11,6,18,24,16,8,25,0,1,0
TRINITY_DN2512_c0_g1,0,3,1,1,2,7,5,0,2,2,0,1,1,0,3,1,0,4,0,9,1,10,0,1,2,6,0,5,4,5,2,1,4,0,0,0
TRINITY_DN25131_c0_g1,101,126,164,51,142,187,155,6,48,86,115,182,93,5,115,10,97,148,56,332,233,440,65,108,147,349,118,187,232,301,108,106,221,16,16,3
TRINITY_DN25132_c0_g1,18,17,6,2,6,14,17,0,1,2,4,13,6,0,17,2,1,16,1,21,6,20,3,2,10,25,3,18,5,40,10,6,23,1,0,0
TRINITY_DN25133_c0_g1,2,5,4,1,2,6,9,0,4,2,0,15,6,0,3,0,0,12,0,10,6,43,3,4,3,19,3,25,7,9,0,3,15,0,4,0
TRINITY_DN25134_c0_g1,7,9,2,1,1,5,10,0,1,1,0,9,3,0,3,0,4,6,1,8,5,17,1,3,3,8,3,9,7,12,8,7,11,1,0,0
TRINITY_DN25135_c0_g1,34,32,32,5,14,64,45,3,21,17,22,47,9,0,14,0,7,51,8,48,23,78,6,21,27,44,17,47,41,111,19,27,80,1,8,1
TRINITY_DN25136_c0_g1,4,4,4,1,2,4,8,0,4,1,3,7,2,0,2,0,0,1,0,8,3,14,2,4,1,6,5,5,2,7,5,10,15,0,1,0
TRINITY_DN25137_c0_g1,5,12,13,1,13,10,14,0,4,2,13,19,6,0,14,0,6,19,3,33,16,26,3,2,9,26,12,23,17,47,9,13,29,0,1,1
TRINITY_DN25138_c0_g1,7,0,1,0,0,19,33,0,4,0,2,0,1,0,0,0,0,2,0,5,0,27,1,4,2,3,4,9,0,10,0,0,17,0,2,0
TRINITY_DN25138_c0_g2,0,1,2,0,4,4,8,0,0,1,3,1,1,0,2,0,0,1,0,2,2,8,0,2,1,3,2,2,1,5,2,0,7,0,0,0
TRINITY_DN25139_c0_g1,11,11,7,2,27,13,19,0,6,8,11,22,5,0,20,0,2,19,2,28,12,47,4,14,25,50,8,11,25,25,8,5,25,0,3,1
TRINITY_DN25140_c0_g1,0,3,1,2,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,5,0,3,1,1,0,0,0,1,0,1,0,0,2,0,0,0
TRINITY_DN25141_c0_g1,2,1,3,0,0,2,6,0,0,0,0,4,1,0,1,0,1,3,0,3,0,5,1,1,0,9,0,3,0,0,3,2,7,0,0,0
TRINITY_DN25142_c0_g1,0,1,0,0,1,4,2,0,1,0,0,2,0,0,3,0,0,0,0,1,4,3,0,0,0,3,2,3,1,2,1,1,5,0,0,0
